requirement_id,category,requirement,implementation,test,evidence,status
P11-T01,task,"实现信号归一化、置信度折扣和 no-trade zone",src/aegisquant/portfolio/optimizer.py,tests/portfolio/test_signals_optimizer.py,reports/data/P11_PORTFOLIO_EVIDENCE.json,verified
P11-T02,task,"实现协方差 shrinkage、因子和状态风险",src/aegisquant/portfolio/risk_estimation.py,tests/portfolio/test_risk_estimation.py,reports/data/P11_RISK_ESTIMATION_EVIDENCE.json,verified
P11-T03,task,"实现风险预算、vol target 和 robust optimizer",src/aegisquant/portfolio/optimizer.py,tests/portfolio/test_signals_optimizer.py,reports/data/P11_PORTFOLIO_EVIDENCE.json,verified
P11-T04,task,"实现资产、合约、策略、袖套、交易所、稳定币和相关簇约束",src/aegisquant/portfolio/optimizer.py,tests/portfolio/test_constraints.py,reports/data/P11_CONSTRAINT_EVIDENCE.json,verified
P11-T05,task,"实现 turnover、impact 和 capacity 约束",src/aegisquant/portfolio/optimizer.py,tests/portfolio/test_constraints.py,reports/data/P11_CONSTRAINT_EVIDENCE.json,verified
P11-T06,task,"实现 PortfolioProposal 和可解释贡献",src/aegisquant/portfolio/models.py,tests/portfolio/test_signals_optimizer.py,reports/data/P11_PORTFOLIO_EVIDENCE.json,verified
P11-T07,task,"实现独立 RiskSnapshot 和 RiskDecision",src/aegisquant/risk/models.py,tests/risk/test_decision_engine.py,reports/data/P11_RISK_DECISION_EVIDENCE.json,verified
P11-T08,task,"实现订单、资产、策略和账户级预交易限制",src/aegisquant/risk/engine.py,tests/risk/test_pretrade.py,reports/data/P11_PRETRADE_EVIDENCE.json,verified
P11-T09,task,"实现 NORMAL、CAUTION、REDUCE_ONLY、HALTED 和 RECOVERY",src/aegisquant/risk/state_machine.py,tests/risk/test_state_machine.py,reports/data/P11_STATE_REPLAY_EVIDENCE.json,verified
P11-T10,task,"实现数据、模型、损失、保证金、流动性、交易所、安全和重大事件熔断器",src/aegisquant/risk/engine.py,tests/risk/test_circuit_breakers.py,reports/data/P11_CIRCUIT_BREAKER_EVIDENCE.json,verified
P11-T11,task,"实现五类签名风险剧本",src/aegisquant/risk/playbooks.py,tests/risk/test_playbooks.py,reports/data/P11_PLAYBOOK_EVIDENCE.json,verified
P11-T12,task,"限制传闻只能监控、收紧或有上限减仓",src/aegisquant/risk/playbooks.py,tests/risk/test_playbooks.py,reports/data/P11_PLAYBOOK_EVIDENCE.json,verified
P11-T13,task,"实现风险事件、告警和恢复前置条件",src/aegisquant/risk/state_machine.py,tests/risk/test_state_machine.py,reports/data/P11_STATE_REPLAY_EVIDENCE.json,verified
P11-T14,task,"建立风险政策 schema、签名和版本",src/aegisquant/risk/policy.py,tests/risk/test_policy_signature.py,reports/risk/P11_SIGNED_RISK_POLICY.json,verified
P11-T15,task,"用属性和 mutation 测试证明策略无法放大批准目标",src/aegisquant/risk/engine.py,tests/property/test_portfolio_risk_properties.py,reports/testing/P11_MUTATION_RESULTS.json,verified
P11-T16,task,"用压力场景验证组合和风险动作",src/aegisquant/risk/stress.py,tests/risk/test_stress.py,reports/risk/P11_STRESS_RESULTS.json,verified
P11-A01,acceptance,"所有 PortfolioProposal 经 RiskDecision 后才能生成 OrderIntent",src/aegisquant/risk/engine.py,tests/risk/test_pretrade.py,reports/data/P11_PRETRADE_EVIDENCE.json,in_progress
P11-A02,acceptance,"研究和模型进程无法导入或调用 Risk override",src/aegisquant/risk/__init__.py,tests/architecture/test_risk_boundaries.py,reports/data/P11_ARCHITECTURE_EVIDENCE.json,in_progress
P11-A03,acceptance,"风险数据陈旧时拒绝新风险",src/aegisquant/risk/engine.py,tests/risk/test_decision_engine.py,reports/data/P11_RISK_DECISION_EVIDENCE.json,in_progress
P11-A04,acceptance,"自动只能向更安全状态迁移",src/aegisquant/risk/state_machine.py,tests/risk/test_state_machine.py,reports/data/P11_STATE_REPLAY_EVIDENCE.json,in_progress
P11-A05,acceptance,"所有约束在随机测试中满足",src/aegisquant/portfolio/optimizer.py,tests/property/test_portfolio_risk_properties.py,reports/data/P11_CONSTRAINT_EVIDENCE.json,in_progress
P11-A06,acceptance,"Kill Switch 和 Reduce-only 行为可回放",src/aegisquant/risk/state_machine.py,tests/risk/test_state_machine.py,reports/data/P11_STATE_REPLAY_EVIDENCE.json,in_progress
P11-A07,acceptance,"示例风险数值不能用于 Live 且未确认时仅允许 Paper",src/aegisquant/risk/policy.py,tests/risk/test_policy_signature.py,reports/risk/P11_SIGNED_RISK_POLICY.json,in_progress
