requirement_id,category,requirement,implementation,test,evidence,status
P16-T01,task,"接入 Prometheus、Grafana、Loki、Alloy、Alertmanager 和 OpenTelemetry",src/aegisquant/observability/; infra/,tests/observability/; tests/p16/,reports/observability/P16_TELEMETRY_EVIDENCE.json,verified
P16-T02,task,"建立业务、交易、风险、数据、模型和基础设施仪表盘",infra/grafana/dashboards/,tests/p16/test_infrastructure_contracts.py,reports/observability/P16_DASHBOARD_EVIDENCE.json,verified
P16-T03,task,"建立 SEV0-3 告警、路由、去抖和维护窗口",src/aegisquant/observability/alerts.py; infra/alertmanager/,tests/observability/test_alerts.py,reports/observability/P16_ALERT_EVIDENCE.json,verified
P16-T04,task,"建立第 18 章 Runbooks 和事故模板",docs/runbooks/; docs/incident_templates/,tests/p16/test_runbook_contracts.py,reports/operations/P16_RUNBOOK_EVIDENCE.json,verified
P16-T05,task,"完成威胁模型、网络隔离、密钥、权限和 Web 安全",reports/security/THREAT_MODEL.md; infra/reverse_proxy/; src/aegisquant/security/,tests/security/test_p16_operational_security.py,reports/security/P16_SECURITY_EVIDENCE.json,verified
P16-T06,task,"完成 SBOM、SAST、依赖、容器、许可证和秘密扫描",scripts/security_scan.py; scripts/generate_compliance_artifacts.py,tests/p16/test_phase_evidence.py,reports/security/SECURITY_SCAN_RESULTS.json,verified
P16-T07,task,"建立 Docker Compose 生产 Profile 和 systemd/进程管理",infra/compose/; infra/docker/; infra/systemd/,tests/p16/test_infrastructure_contracts.py,reports/deployment/P16_DEPLOYMENT_EVIDENCE.json,verified
P16-T08,task,"建立数据库迁移、备份、离机加密和恢复演练",src/aegisquant/operations/backup.py; infra/backup/,tests/operations/test_backup_restore.py,reports/operations/P16_RESTORE_DRILL.json,verified
P16-T09,task,"建立 CI/CD、签名工件、审批和回滚",src/aegisquant/operations/release.py; .github/workflows/ci.yml,tests/operations/test_release.py,reports/deployment/P16_RELEASE_EVIDENCE.json,verified
P16-T10,task,"建立时间同步、磁盘和资源预警",infra/prometheus/; infra/systemd/,tests/p16/test_infrastructure_contracts.py,reports/observability/P16_ALERT_EVIDENCE.json,verified
P16-T11,task,"执行渗透式安全测试和故障演练",tests/security/test_p16_operational_security.py; tests/chaos/test_p16_operational_failures.py,tests/security/test_p16_operational_security.py; tests/chaos/test_p16_operational_failures.py,reports/security/P16_SECURITY_EVIDENCE.json,verified
P16-T12,task,"生成 Paper/Testnet 部署手册且不启用 Live",docs/deployment/PAPER_TESTNET_DEPLOYMENT.md,tests/p16/test_runbook_contracts.py,reports/deployment/P16_DEPLOYMENT_EVIDENCE.json,verified
P16-A01,acceptance,"关键事件可在指标、日志和追踪中关联",src/aegisquant/observability/,tests/observability/test_correlation.py,reports/observability/P16_TELEMETRY_EVIDENCE.json,in_progress
P16-A02,acceptance,"Promtail 未被使用",infra/alloy/; infra/loki/,tests/p16/test_infrastructure_contracts.py,reports/observability/P16_TELEMETRY_EVIDENCE.json,in_progress
P16-A03,acceptance,"SEV0/SEV1 告警实际到达用户配置渠道",src/aegisquant/observability/alerts.py,tests/observability/test_alerts.py,reports/observability/P16_ALERT_EVIDENCE.json,in_progress
P16-A04,acceptance,"从备份恢复成功并通过账本/对账验证",src/aegisquant/operations/backup.py,tests/operations/test_backup_restore.py,reports/operations/P16_RESTORE_DRILL.json,in_progress
P16-A05,acceptance,"研究环境无法读取实盘秘密",src/aegisquant/security/; infra/compose/,tests/security/test_p16_operational_security.py,reports/security/P16_SECURITY_EVIDENCE.json,in_progress
P16-A06,acceptance,"Dashboard 默认仅私网/localhost并可验证认证与 CSP",src/aegisquant/api/app.py; infra/reverse_proxy/,tests/security/test_p16_operational_security.py,reports/security/P16_SECURITY_EVIDENCE.json,in_progress
P16-A07,acceptance,"发布可回滚且错误版本不会自动恢复交易",src/aegisquant/operations/release.py,tests/operations/test_release.py,reports/deployment/P16_RELEASE_EVIDENCE.json,in_progress
