requirement_id,category,requirement,implementation,test,evidence,status
P14-T01,task,"实现 Read Model 投影框架和可重建机制",src/aegisquant/readmodels/,tests/readmodels/,reports/read_models/P14_PROJECTION_EVIDENCE.json,verified
P14-T02,task,"实现 account、PnL、position、risk、strategy、model、order、data health 基础投影",src/aegisquant/readmodels/models.py,tests/readmodels/test_projections.py,reports/read_models/P14_SNAPSHOT.json,verified
P14-T03,task,"实现 PostgreSQL 持久化、检查点和原子重建",src/aegisquant/readmodels/persistence.py,tests/integration/test_p14_readmodels.py,reports/read_models/P14_POSTGRES_EVIDENCE.json,verified
P14-T04,task,"实现 FastAPI /api/v1、OpenAPI、分页、过滤、错误码和健康检查",src/aegisquant/api/,tests/contract/api/test_rest.py,reports/api/P14_OPENAPI.json,verified
P14-T05,task,"实现 WebSocket snapshot、sequence、心跳、背压和 REST 恢复协议",src/aegisquant/api/stream.py,tests/contract/api/test_websocket.py,reports/api/P14_WEBSOCKET_EVIDENCE.json,verified
P14-T06,task,"生成 TypeScript API 客户端并验证 schema 契约",apps/web/src/generated/,tests/contract/api/test_openapi.py,reports/api/P14_CLIENT_CONTRACT.json,verified
P14-T07,task,"建立 Next.js App Router、布局、导航、主题和只读权限",apps/web/app/,apps/web/tests/locked-page.test.tsx,reports/web/P14_WEB_EVIDENCE.json,verified
P14-T08,task,"建立语义 Design Tokens、主题、密度、红绿习惯和数字格式",apps/web/app/globals.css,apps/web/tests/preferences.test.tsx,reports/web/P14_WEB_EVIDENCE.json,verified
P14-T09,task,"建立 Storybook 和完整状态通用组件画廊",apps/web/.storybook/; apps/web/src/components/,apps/web/tests/story-contract.test.ts,reports/web/P14_STORYBOOK_EVIDENCE.json,verified
P14-T10,task,"接入 ECharts 与 Lightweight Charts 封装层",apps/web/src/components/charts/,apps/web/tests/charts.test.tsx,reports/web/P14_CHART_EVIDENCE.json,verified
P14-T11,task,"实现 Overview 与 intelligence 高保真原型和实际 Read Model 数据",apps/web/app/overview/; apps/web/app/intelligence/,apps/web/e2e/dashboard.spec.ts,reports/web/P14_E2E_EVIDENCE.json,verified
P14-T12,task,"实现 loading、empty、stale、degraded、disconnected、error 全状态",apps/web/src/components/data-state.tsx,apps/web/tests/data-state.test.tsx,reports/web/P14_STATE_EVIDENCE.json,verified
P14-T13,task,"建立无障碍、响应式、视觉回归、E2E 和性能基准",apps/web/e2e/; apps/web/app/globals.css,apps/web/e2e/dashboard.spec.ts,reports/performance/P14_OVERVIEW_BENCHMARK.json,verified
P14-A01,acceptance,"前端不连接交易核心数据库或交易所",apps/web/src/lib/api.ts,tests/security/test_p14_web_read_only.py,reports/web/P14_WEB_EVIDENCE.json,in_progress
P14-A02,acceptance,"PnL 与风险由服务端权威 Read Model 提供",src/aegisquant/api/routes.py,tests/integration/test_p14_dashboard_flow.py,reports/read_models/P14_SNAPSHOT.json,in_progress
P14-A03,acceptance,"WebSocket 丢序可通过 REST snapshot 恢复",src/aegisquant/api/stream.py,apps/web/tests/realtime.test.ts,reports/api/P14_WEBSOCKET_EVIDENCE.json,in_progress
P14-A04,acceptance,"Overview 满足性能目标或有基准和改进计划",apps/web/app/overview/page.tsx,apps/web/e2e/dashboard.spec.ts,reports/performance/P14_OVERVIEW_BENCHMARK.json,in_progress
P14-A05,acceptance,"所有通用组件有完整状态 Story",apps/web/src/components/component-gallery.stories.tsx,apps/web/tests/story-contract.test.ts,reports/web/P14_STORYBOOK_EVIDENCE.json,in_progress
P14-A06,acceptance,"界面明确显示环境、Live lock、数据截至时间和权威状态",apps/web/src/components/app-shell.tsx,apps/web/e2e/dashboard.spec.ts,reports/web/P14_E2E_EVIDENCE.json,in_progress
