requirement_id,category,requirement,implementation,test,evidence,status
P18-T01,task,"汇总 P00-P17 需求可追踪矩阵和未关闭风险",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/READINESS_EVIDENCE.json,planned
P18-T02,task,"选择最多一个策略、一个账户范围和少量高流动性合约作为候选",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/CANARY_RELEASE_MANIFEST.json,planned
P18-T03,task,"冻结模型、策略、风险、执行和数据依赖版本",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/CANARY_RELEASE_MANIFEST.json,planned
P18-T04,task,"形成 Canary Release Manifest、签名状态和到期时间",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/CANARY_RELEASE_MANIFEST.json,planned
P18-T05,task,"验证专用子账户、低余额、无提现、IP 白名单和最小权限",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/ACCOUNT_CAPABILITY_EVIDENCE.json,planned
P18-T06,task,"验证 Paper、Shadow、Testnet 持续期、成交数和故障证据",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/READINESS_EVIDENCE.json,planned
P18-T07,task,"验证风险限额、kill switch、告警和人工值守",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/READINESS_EVIDENCE.json,planned
P18-T08,task,"执行预生产回放、启动对账和恢复演练",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/PREPRODUCTION_EVIDENCE.json,planned
P18-T09,task,"定义资本阶梯、停止条件、最大持续时间和评估窗口",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/CAPITAL_LADDER.yaml; reports/live_readiness/STOP_CONDITIONS.yaml,planned
P18-T10,task,"定义真实成交相对模拟的监控和退回规则",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/ROLLBACK_PLAN.md,planned
P18-T11,task,"执行独立 Go/No-Go 审查",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/GO_NO_GO.md,planned
P18-T12,task,"生成人工确认清单且不索取秘密值",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/USER_APPROVAL_CHECKLIST.md,planned
P18-T13,task,"默认 NO_GO 且即使未来 GO 仍等待独立人工解锁",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/GO_NO_GO.md,planned
P18-T14,task,"建立每日、每周、每月和季度持续运营制度",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/CONTINUOUS_OPERATIONS.yaml,planned
P18-A01,acceptance,"所有关键需求可追溯到代码、测试和运行证据",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/READINESS_EVIDENCE.json,in_progress
P18-A02,acceptance,"无未解释账本或对账差异",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/PREPRODUCTION_EVIDENCE.json,in_progress
P18-A03,acceptance,"无未处理 SEV0 或 SEV1",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/READINESS_EVIDENCE.json,in_progress
P18-A04,acceptance,"风险和执行 mutation 与 chaos 测试达标",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/READINESS_EVIDENCE.json,in_progress
P18-A05,acceptance,"Live 密钥不存在于研究和 CI",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/ACCOUNT_CAPABILITY_EVIDENCE.json,in_progress
P18-A06,acceptance,"Canary 规模受硬代码与政策双重上限",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/CAPITAL_LADDER.yaml,in_progress
P18-A07,acceptance,"人工不解锁时绝不产生真实订单",src/aegisquant/operations/live_readiness/,tests/p18/,reports/live_readiness/GO_NO_GO.md,in_progress
