requirement_id,category,requirement,implementation,test,evidence,status
P04-T01,task,OKX 公共 market/instrument Adapter,src/aegisquant/data/providers/public.py,tests/contract/providers/test_exchange_adapters.py,reports/data/P04_PUBLIC_PROVIDER_CONTRACTS.json,in_progress
P04-T02,task,Bybit 公共 market/instrument Adapter,src/aegisquant/data/providers/public.py,tests/contract/providers/test_exchange_adapters.py,reports/data/P04_PUBLIC_PROVIDER_CONTRACTS.json,in_progress
P04-T03,task,Deribit futures/options 公共 Adapter,src/aegisquant/data/providers/public.py,tests/contract/providers/test_exchange_adapters.py,reports/data/P04_PUBLIC_PROVIDER_CONTRACTS.json,in_progress
P04-T04,task,交易所 WebSocket 快照 sequence 限频和状态页,src/aegisquant/data/providers/public.py,tests/contract/providers/test_sequence.py,reports/data/P04_PUBLIC_PROVIDER_CONTRACTS.json,in_progress
P04-T05,task,统一 spot perpetual future option 映射,src/aegisquant/data/market.py,tests/contract/providers/test_market_models.py,reports/data/P04_MARKET_EVIDENCE.json,in_progress
P04-T06,task,显式正向逆向 quote settlement 乘数 expiry strike,src/aegisquant/data/market.py,tests/contract/providers/test_market_models.py,reports/data/P04_MARKET_EVIDENCE.json,in_progress
P04-T07,task,Canonical Asset Pair Exposure,src/aegisquant/data/market.py,tests/contract/providers/test_market_models.py,reports/data/P04_MARKET_EVIDENCE.json,in_progress
P04-T08,task,跨所 ticker funding basis OI 流动性对照,src/aegisquant/data/market.py,tests/contract/providers/test_comparison.py,reports/data/P04_MARKET_EVIDENCE.json,in_progress
P04-T09,task,多源时钟偏差和 lead-lag 数据集,src/aegisquant/data/market.py,tests/contract/providers/test_comparison.py,reports/data/P04_MARKET_EVIDENCE.json,in_progress
P04-T10,task,每个交易所 Changelog Watcher,src/aegisquant/data/providers/public.py,tests/contract/providers/test_exchange_adapters.py,reports/data/P04_PUBLIC_PROVIDER_CONTRACTS.json,in_progress
P04-T11,task,Nautilus Adapter 验证和原生路径保留,src/aegisquant/data/providers/public.py,tests/contract/providers/test_nautilus_multivenue.py,reports/compatibility/P04_NAUTILUS_ADAPTERS.json,in_progress
P04-T12,task,地域账户产品权限待确认清单,reports/access/P04_PROVIDER_ACCESS_MATRIX.md,tests/p04/test_phase_evidence.py,reports/access/P04_PROVIDER_ACCESS_MATRIX.md,in_progress
P04-T13,task,官方来源目录,configs/data_sources/official_sources.yaml,tests/contract/providers/test_source_adapters.py,reports/data/P04_EVENT_SOURCE_EVIDENCE.json,in_progress
P04-T14,task,RSS Atom 官方网页变更和 GDELT 最小 Adapter,src/aegisquant/intelligence/collectors.py,tests/contract/providers/test_source_adapters.py,reports/data/P04_EVENT_SOURCE_EVIDENCE.json,in_progress
P04-T15,task,X 官方 API 契约 mock 额度 stream search 删除修改同步,src/aegisquant/intelligence/collectors.py,tests/contract/providers/test_source_adapters.py,reports/data/P04_EVENT_SOURCE_EVIDENCE.json,in_progress
P04-T16,task,Telegram Bot API Adapter,src/aegisquant/intelligence/collectors.py,tests/contract/providers/test_source_adapters.py,reports/data/P04_EVENT_SOURCE_EVIDENCE.json,in_progress
P04-T17,task,MTProto 模式独立安全评审和人工登录,reports/security/P04_MTPROTO_REVIEW.md,tests/security/test_p04_source_boundaries.py,reports/security/P04_MTPROTO_REVIEW.md,in_progress
P04-T18,task,Bluesky Firehose Jetstream 断点回补,src/aegisquant/intelligence/collectors.py,tests/contract/providers/test_source_adapters.py,reports/data/P04_EVENT_SOURCE_EVIDENCE.json,in_progress
P04-T19,task,GitHub Release Security Advisory Webhook Adapter,src/aegisquant/intelligence/collectors.py,tests/contract/providers/test_source_adapters.py,reports/data/P04_EVENT_SOURCE_EVIDENCE.json,in_progress
P04-T20,task,YouTube 频道视频元数据和获准直播聊天 Adapter,src/aegisquant/intelligence/collectors.py,tests/contract/providers/test_source_adapters.py,reports/data/P04_EVENT_SOURCE_EVIDENCE.json,in_progress
P04-T21,task,RawContentEnvelope SourceIdentity revision tombstone engagement snapshot,src/aegisquant/intelligence/store.py,tests/replay/intelligence/test_store.py,reports/data/P04_EVENT_SOURCE_EVIDENCE.json,in_progress
P04-T22,task,语言去重实体链接 Claim Event 规则轻量流水线,src/aegisquant/intelligence/pipeline.py,tests/replay/intelligence/test_pipeline.py,reports/data/P04_EVENT_SOURCE_EVIDENCE.json,in_progress
P04-T23,task,来源许可云推理展示 gate 和默认关闭来源,configs/data_sources/official_sources.yaml,tests/security/test_p04_source_boundaries.py,reports/access/P04_PROVIDER_ACCESS_MATRIX.md,in_progress
P04-A01,acceptance,同名 symbol 不错误合并经济暴露,src/aegisquant/data/market.py,tests/contract/providers/test_market_models.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A02,acceptance,逆向合约 PnL 和数量单位正确,src/aegisquant/data/market.py,tests/contract/providers/test_market_models.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A03,acceptance,期权字段和 IV 来源明确,src/aegisquant/data/market.py,tests/contract/providers/test_market_models.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A04,acceptance,每个 Adapter 有统一和交易所特定测试,src/aegisquant/data/providers/public.py,tests/contract/providers/test_exchange_adapters.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A05,acceptance,Provider 断线不污染其他 Provider,src/aegisquant/data/market.py,tests/contract/providers/test_comparison.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A06,acceptance,跨所比较含时间 quote asset 和质量过滤,src/aegisquant/data/market.py,tests/contract/providers/test_comparison.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A07,acceptance,社交来源不可用明确降级且不影响交易账本,src/aegisquant/intelligence/collectors.py,tests/replay/intelligence/test_pipeline.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A08,acceptance,新闻转载不计为独立证据,src/aegisquant/intelligence/pipeline.py,tests/replay/intelligence/test_pipeline.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A09,acceptance,删除修改传播至缓存和 Read Model,src/aegisquant/intelligence/store.py,tests/replay/intelligence/test_store.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A10,acceptance,外部提示词注入不能调用工具或改变配置,src/aegisquant/intelligence/pipeline.py,tests/security/test_p04_source_boundaries.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A11,acceptance,当前互动数不进入历史特征,src/aegisquant/intelligence/store.py,tests/replay/intelligence/test_store.py,reports/phases/P04/ACCEPTANCE.md,in_progress
P04-A12,acceptance,无凭据可验收且状态 awaiting_credentials,src/aegisquant/intelligence/collectors.py,tests/contract/providers/test_source_adapters.py,reports/phases/P04/ACCEPTANCE.md,in_progress
